id,name,url,logo_url
4222,principal financial - retirement (personal),https://www.principal.com,https://secure05.principal.com/signon/member
12940,bank of marin - business banking,https://www.bankofmarin.com/,https://www.bankofmarin.com/products-and-services/online-and-mobile-banking/
7208,heritage bank (ga),https://www.heritagebank.com/,https://www.the-heritage-bank.com/
170842,home loan state bank,https://www.hlsb.com,https://secure.hlsb.com/hlsb/uux.aspx#/login
100958,john marshall consumer banking,http://www.johnmarshallbank.com,https://johnmarshallbank.ebanking-services.com/
170855,metro city bank,https://www.metrocitybank.bank/,https://www.bankwithunited.com/personal-banking
170847,belmont bank & trust - business banking,https://www.belmontbank.com/,https://i-businessbanking.ebanking-services.com/eAM/Credential/Index?appId=beb&brand=i-businessbanking
170841,sterling bank (mo),https://www.sterbank.com/,https://www.snb.com/
170851,affinity bank,https://myaffinitybank.com/affinity/,https://myaffinitybank.myebanking.net/
170834,ameris bank - business banking,https://www.amerisbank.com/,https://cbc.comerica.com/
170845,leumi bank - commerical banking,https://www.leumiusa.com,https://express.53.com/portal/authn/#/login
170849,marion bank & trust company,https://www.marion-bank.com/,https://www.marinebankandtrust.com/
170850,kearney trust company,https://www.kearneytrust.com/,http://www.kearneytrust.com/online-services.aspx
15070,unified bank,https://www.thecitizensbank.com/,https://www.bankwithunited.com/online-mobile-banking
15418,the citizens bank of cochran,https://citizensbankcochran.com/,https://citizensbankcochran.com/online/
101438,malvern bank (ia),https://malvern.bank,https://www.valleybankmt.com/
13369,federated bank,https://federatedbank.com,https://www.federationbankia.com/
13737,the bank of salem,https://www.thebankofsalem.com/,https://thebankofsalem.bank/
13033,bank vista - personal banking,https://www.bankvista.com,https://www.oldnational.com/personal/bank/online-mobile-banking
13660,schertz bank & trust,https://www.schertzbank.com,https://www.schertzbank.com/
170844,columbia bank of florida,https://www.millenniumbank.com/,https://www.floridacommunitybank.com/online-banking.htm
7659,first united bank of north dakota,https://www.firstunitedonline.com,https://www.firstunitedonline.com/
11855,clarion county community bank,"clarion county community bank,https://www.clarionbank.com
170827,trustmark mytailoredwealth bank,https://www.trustmark.com/tailored-wealth/services-and-solutions/mytailoredwealth,https://trustmark.ecx.seic.com/
15450,rawlins national bank,https://rnbonline.com/,https://www.rnbonline.com/
11429,state bank of toledo,https://www.banktoledo.com,https://www.banktoledo.com/
8138,1st national bank (oh),https://www.bankwith1st.com,https://www.fnb-online.com/
7196,marine bank & trust company,https://www.marinebk.com/,https://www.marinebankandtrust.com/
4534,mid america bank (mo),https://www.midambk.com,https://www.midambk.com/
15087,texas regional bank,https://www.texasregionalbank.com/personal-banking/,https://tnbnetbank.myebanking.net/#/login
101205,rockwood bank,https://www.rockwoodbank.com,https://www.rockwoodbank.com/
13428,citizens bank - new haven,"citizens bank - new haven,www.citizensbankmo.com
100371,isu credit union (virtual branch),https://itsmycreditunion.org/,http://www.isucu.org/account-access/online-banking.html
15984,astra bank,https://www.astra.bank/,https://www.astra.bank/
4073,my personal credit union,http://www.mpcu.org/,https://www.mpcu.org/
15332,fox valley savings bank,http://www.fvsbank.com/,https://www.fvsbank.com/
6000,citizens state bank (wi),https://www.csbnet.net/,https://www.csbnet.net/
15443,elevate credit union,https://elevatecu.com/,https://www.elevationscu.com/
11943,university and community federal credit union,https://home.cuintouch.com,https://home.cuintouch.com/
6196,the first national bank of river falls,https://www.fnbrf.com,https://www.fnbrf.com/
100183,platte valley bank(pvc),http://www.pvbankwy.com/,https://pvbank.com/sign-in/
4199,farmers state bank of waupaca,https://www.fsbwaupaca.com,https://www.fsbwaupaca.com/
13111,first texoma national bank,https://www.ftnb.net ,https://www.ftnb.net/
14132,royal banks of missouri,https://www.royalbanksofmo.com/,https://www.royalbanksofmo.com/
14431,first community national bank (mo),http://www.fcnbanks.com/,https://www.fcnb.com/
13845,the first national bank of elmer,https://www.elmerbankonline.com,https://www.elmerbankonline.com/
12730,alliance bank - in,http://www.myalliancebank.com,https://www.alliancebanks.com/individual/products/digital/online_banking.html
101731,first central credit union,https://www.firstcentralcu.com/,https://www.firstcentralcu.com/
1067,texas gulf bank,http://www.texasgulfbank.com/,https://www.texasgulfbank.com/online-and-mobile-banking
100228,southern heritage bank - new,http://www.shbnet.com/,https://www.shbnet.com/online-banking-features
100303,alta vista credit union,https://altavistacu.org/,https://www.altavistacu.org/
12743,home bank sb,http://www.homebanksb.com,https://www.homebanksb.com/consumer-online-banking/
12527,midsouth bank n.a.,https://www.bankmidsouth.com/,https://www.midsouthbank.com/
5870,heritage community credit union (ca),http://www.heritageccu.com,https://www.heritageccu.com/
3708,la loma federal credit union,http://www.llfcu.org/,https://www.llfcu.org/
6857,first abilene federal credit union,https://firstabilenefcu.org/contact/,https://firstabilenefcu.org/
14872,fairfield federal bank,https://www.fairfieldfederal.com/,https://www.fairfieldfederal.com/FF-Internet-Banking.html
100700,jefferson parish employees federal credit union,https://www.jpefcu.org/,https://www.jpefcu.org/
12222,first state bank & trust co. (mo),https://www.fsbtrust.com/,https://www.fsbtrust.com/
13200,bank of ripley,https://www.bankofripley.com/,https://www.bankofripley.com/
15359,first national bank of middle tennessee,http://www.fnbmt.com/,https://www.fnbotn.com/
4691,omega federal credit union,https://www.omegafcu.com/,https://omegafcu.com/omegahome-online-banking/
7204,united fidelity bank,"united fidelity bank,https://www.unitedfidelity.com
14408,cascade community credit union,https://www.cascadecu.org/,https://www.cascadecu.org/
15729,fort worth city credit union,https://www.fwccu.org/,https://fwccu.org/
15121,rva financial federal credit union,https://www.rvafinancial.com/,https://www.1stfinancialfcu.org/
100395,nepa community federal credit union,http://www.nepafcu.org/,http://www.nepafcu.org/
4072,skypoint federal credit union,https://www.skypointfcu.com/home/home,https://www.skypointfcu.com/tob/live/usp-core/app/initialLogin
11127,mechanics & farmers bank,https://www.mfbonline.com,https://www.mfbonline.com/
4869,great northwest federal credit union,http://www.greatnwfcu.com/,https://www.greatnwfcu.com/
13767,novation credit union,https://www.novation.org/,https://www.novation.org/
11591,beach bank,https://www.beach.bank/,https://www.beachcommunitybank.com/
101102,first farmers & merchants -luverne,https://www.ffmbank.com/#/luverne,https://www.ffmbank.com/luverne
4675,mecu - oklahoma city,https://mecuokc.org/,https://mecuokc.org/
100761,tonawanda valley federal credit union,https://www.tvfcubatavia.com/,https://online.tvfcubatavia.com/servlet/SLogin?template=/c/login/sloginsc.vm&login=true&defaultLanguage=en
100375,first federal community bank,https://ffcb.com/,https://secure.myvirtualbranch.com/firstfed/SignIn.aspx
15628,first nebraska credit union,https://firstnebraska.org/,https://firstnebraska.org/
4840,tri county area federal credit union,https://www.tcafcu.org/asp/home.asp,https://www.tcafcu.org/
101455,ciera bank,https://cierabank.com/,http://cierabank.com/
101501,texoma community credit union,http://texomacu.com/,https://texomacu.com/
4266,nova credit union (nc),https://www.novacu.com/,http://www.codecu.org/
12302,reliabank dakota,https://www.reliabank.com,https://www.reliabank.com/
10845,georgetown kraft credit union,https://www.gkcu.org/,https://www.gkcu.org/
102020,state street bank,https://www.statestreetbank.com/,https://www.statestreetbank.com/online-banking
14978,wyhy federal credit union,http://www.wyhy.org,https://www.wyhy.org/
7067,copoco credit union,https://www.copoco.org/,https://copoco-dn.financial-net.com/web/
15998,elko federal credit union,http://www.elkofcu.org,http://www.elkofcu.org/
5326,bank of blue valley (personal banking),https://www.bankbv.com/,https://www.bankofcommerce.org/
100129,colorado credit union,https://www.ccu.org/,https://www.ccu.org/
101925,first alliance credit union,https://online.firstalliancecu.com,https://www.firstalliancecu.com/
9683,shamrock bank,"shamrock bank,http://www.shamrockbank.com/
4350,frontierbank,https://www.frontbank.com,https://www.frontbank.com/
7511,bear paw credit union,http://www.bearpawcu.org/,https://www.bearpawcu.org/
6017,prospect bank,https://www.bankprospect.com,https://www.prosper.com/signin
6007,community first bank (boscobel,"community first bank (boscobel,http://www.cfbank.com/
6054,classic bank,http://www.classicbank.com/,https://www.classicbank.com/
2523,first national bank of rochelle,http://fnb-rochelle.com/welcome.htm,https://www.central-bank.com/
15040,bank of commerce (ok),http://www.bankboc.net,http://www.bankboc.com/
12089,cornerstone credit union,http://www.cornerstonecu.org,https://www.cornerstonecu.org/login.aspx
12979,the peoples bank, md, chestertown
5318,security federal savings bank (in),http://www.secfedbank.com/,https://www.secfedbank.com/
4578,village bank (mn),https://www.villagebankonline.bank,https://www.villagebankonline.bank/
14112,federal savings bank (nh),https://www.fsbdover.com,https://www.thefederalsavingsbank.com/
11269,first western bank (ar),https://my.firstwestern.com/,https://fwbank.com/
7833,winter hill bank,http://www.winterhillbank.com/,https://winterhillbank.com/
15526,first bank - nj,https://www.firstbanknj.com/online-banking,https://www.firstbanknj.com/online-banking
12308,american state bank and trust company,http://www.asbt.com/,https://www.esbtrust.com/
100437,aac credit union,https://www.aaccreditunion.net/,https://obc.itsme247.com/115/
12003,family first of ny federal credit union,http://www.familyfirstny.com/,https://home.familyfirstny.com/
11336,ireland bank,http://www.ireland-bank.com,https://ireland-bank.com/online-banking/
11561,peoples bank (lubbock),http://www.peoplesbanktexas.com,https://peoplesbanktexas.com/
6268,landings credit union,https://my.landingscu.org/login,https://www.landingscu.org/
11207,genoabank,https://www.genoabank.com,https://www.genoabank.com/
11643,woodtrust bank,http://www.woodtrust.com,https://cibng.ibanking-services.com/cib/CEBMainServlet/Login?FIORG=038&FIFID=075901561
4623,carolina foothills federal credit union,https://www.carolinafoothillsfcu.coop/,http://www.carolinafoothillsfcu.coop/
4751,arkansas best federal credit union,https://online.abfcu.org,https://www.abfcu.org/
100410,education plus credit union,http://www.edpluscu.com,http://www.edpluscu.com
100790,great river federal credit union,http://www.greatriverfcu.org,https://www.greatriverfcu.org/eservices/online-banking/
4910,the coca-cola family federal credit union,https://online.creditunion.coca-cola.com,https://creditunion.coca-cola.com/
6261,central national bank (waco),https://www.cnbwaco.com/,https://www.cnbwaco.com/
100331,ohio catholic federal credit union,https://www.ohiocatholicfcu.com/,https://ohiocatholicfcu.com/online-banking/
16054,grant county bank - petersburg,https://www.grantcountybank.com,https://www.grantcountybank.com/
7119,bangor federal credit union,https://www.bangorfederal.com/,https://www.bangorfederal.com/
13558,bay state savings,https://www.baystatesavings.com,https://www.baystatesavingsbank.com/e-banking_services/access/
11720,malaga bank,"malaga bank,https://www.malagabank.com
6150,riverland federal credit union,https://www.riverlandfcu.org/,https://www.richlandfcu.com/
12562,sabine federal credit union,http://www.sabinefcu.org/,https://www.sabinefcu.org/
100652,linn-co federal credit union,http://www.linncofcu.org/,https://www.netit.financial-net.com/linncofcu/
13085,the peoples bank (sc),https://www.peoplesbanksc.com/,https://www.peoplesbanksc.com/
101554,tefcu,https://www.tefcu.org/,https://tefcu.org/
13120,rondout savings bank,https://www.rondoutbank.com/,https://www.rondoutbank.com/services/online-banking/
12564,main street bank (wv),http://www.mymainstreetbank.com/,https://cibng.ibanking-services.com/cib/CEBMainServlet/Login?FIORG=670&FIFID=043404647
6117,north shore bank of commerce,http://www.banknorthshore.com/,https://www.banknorthshore.com/
6139,premier valley bank,https://www.premiervalleybank.com/,https://www.premiervalleybank.com/
4820,pacific postal credit union,https://www.ppcu.org/,https://www.ppcu.org/
100099,glacier hills credit union, https://www.glacierhills.com/ ,https://glacierhills.com
100288,andrew johnson bank,https://www.andrewjohnsonbank.com/,https://www.andrewjohnsonbank.com/online-banking.html
14414,lee bank,https://www.leebank.com/,https://www.leebank.com/
8099,community bank of louisiana,https://www.communitybankofla.com/,https://www.communitybankofla.bank/
100269,first 1 bank,https://www.first1bank.com/,https://www.efirstbank.com/internet-banking/log-in-sign-up.htm
101247,better banks,https://www.betterbanks.com/,https://www.betterbanks.com/online-banking
6840,americhoice federal credit union,https://www.americhoice.org/,https://www.americhoice.org/member-services/online-services/
11091,heartland national bank,http://www.heartlandnb.com,http://www.heartlandnb.com/
4761,impact credit union,https://www.impactcu.org/,https://www.impactcu.org/
4491,first central state bank (ia),https://www.firstcentralsb.com,https://www.firstcentralsb.bank/
101981,blue eagle credit union,https://www.blueeaglecreditunion.com,https://mycu.blueeaglecreditunion.com/
5414,bank of carbondale,http://www.tboc.com/,https://www.tboc.com/
12602,first northeast bank of nebraska,https://www.fnb-ne.com/,https://fnb-ne.com/
14361,roundbank,https://www.roundbank.com,https://www.roundbank.com/personal-banking/internet-banking
6118,north state bank (nc),https://www.northstatebank.com/,https://www.northstatebank.com/
4713,space age federal credit union,http://www.spaceagefcu.org/,https://www.spaceagefcu.org/
6209,union state bank (al),http://www.unionstate.net/,http://www.unionstatebankfargo.com/
101728,tidemark federal credit union,https://www.tidemarkfcu.org/,https://www.tidemarkfcuonline.org/tob/live/usp-core/app/login/consumer
7739,community trust credit union (il),http://www.ctcu.org,https://www.ctcu.org/
7697,western state bank,http://www.wsbks.com,https://www.westernbanks.com/personal/online-banking/
5573,robertson banking co (al),https://www.robertsonbanking.com/,https://www.robertsonbanking.com/
12242,independent bank - tn,https://www.i-bankonlinehb.com,https://www.i-bankonline.com/
14216,members first credit union (ut),http://www.memfirstcu.com/,https://www.memfirstcu.com/
12312,seamen's bank,https://www.seamensbank.com/,https://www.seamensbank.com/personal-banking/
4611,appalachian community federal credit union,www.myacfcu.org/,http://www.myacfcu.org/
13691,downey federal credit union,http://www.downeyfcu.org/,https://www.downeyfcu.org/
100896,first imperial credit union,www.ficu.com,http://www.ficu.com/
7322,capital city bank (ks),http://www.capcitybank.com,https://www.capcitybank.com/
4262,trustar federal credit union,http://www.trustarfcu.com,https://www.trustarfcu.com/
101364,hardin county bank,https://www.hardincountybank.bank,https://www.hardincountybank.bank/
100456,fast federal credit union,https://www.fastcu.com/,https://naftfcu.coop/
12332,farmers & merchants bank (mo),https://www.fmb4banking.com,https://fmb4banking.myebanking.net/#/
12094,cornerstone bank (fl),https://www.cornerstonebanks.net/,https://www.cornerstoneconnect.com/
14509,wheatland bank (wa),https://wheatland.bank,https://www.wheatlandbank.com/
6181,the bank of new glarus (wi),https://thebankofnewglarus.bank,https://thebankofnewglarus.bank/
101560,farmers-merchants bank,https://www.fmbanking.com,https://pib.secure-banking.com/60143002/Login.faces
8086,palmetto health credit union,http://www.palmettohealthcu.org/,https://www.palmettohealthcu.org/
6222,advantage plus federal credit union,https://www.advantagepluscreditunion.com/,https://www.advantagepluscreditunion.com/
6818,denison state bank,https://www.dsbks.com/home/home,https://www.dsbks.com/
4572,the delaware national bank of delhi,http://www.dnbd.net/,http://dnbd.bank/
13559,northwest community bank,http://www.nwcommunitybank.com,https://www.nwcommunitybank.com/
4196,farmers savings bank (wi),https://www.farmerssavings.com/,https://www.farmerssavings.com/
100904,community savings bank,https://www.communitysavingsbank.bank,https://www.csbiowa.com/
7936,maui county employees federal credit union,https://www.mauicountyfcu.org/,https://www.mauicountyfcu.org/
7099,american national bank (wichita falls,"american national bank (wichita falls,https://www.amnat.com/ 
15196,jewett city savings bank,http://www.jcsbank.com/,https://www.jcsbank.com/Secure/online_banking_log_in.asp
12254,malvern ban (pa),https://www.malvernfederal.com/default.aspx,https://www.easternbank.com/
14126,citizens bank minnesota,http://www.citizensmn.com,https://www.ultimabank.com/
170854,amerifirst bank,https://amerifirstbank.com,https://www.netteller.com/login2008/Authentication/Views/Login.aspx?returnUrl=%2famerifirstbank
6172,state bank of lizton,https://www.statebank1910.bank/,https://www.statebankoflizton.com/
101386,terre haute savings bank,https://www.thsb.com/home/home,https://www.thsb.com/
100680,crossroads bank,http://www.crossroadsbanking.com/,https://online.crossroadsbanking.com/servlet/SLogin?template=/c/login/sloginsc.vm&login=true&defaultLanguage=en
101575,eco credit union,https://www.ecocu.org/,https://www.ecocu.org/
5472,national bank of coxsackie (ny),http://www.nbcoxsackie.com/,https://www.nbcoxsackie.com/
7318,highland banks,https://highland.bank,https://highland.bank/personal/online-banking/
14323,b1bank,https://www.b1bank.com/,https://am-bank.bank
5384,west michigan credit union,https://www.wmicu.org,https://westmichigancu.com/
14904,southpoint federal credit union,https://www.southpointfinancial.com/,https://www.southpointfinancial.com/
16123,st. john's bank & trust co.,http://www.stjohnsbank.com,https://www.stjohnsbank.com/
101354,schools federal credit union,https://www.schoolsfcu.org/,https://www.schoolsfcu.org/
15146,falcon national bank,http://www.falconnational.com/,https://www.falconnational.com/personal/online-banking
13126,h-e-b federal credit union,http://www.hebfcu.org,https://www.hebfcu.org/
6231,pantex federal credit union,http://www.pantexfcu.com,https://www.pantexfcu.com/tob/live/usp-core/app/login/consumer
12497,dr bank,https://www.drbank.com/,https://www.dcbank.ca/
13965,ces credit union,https://www.cescu.com/,https://www.cescu.com/
4619,cahp credit union,http://cahpcu.org/,https://cahpcu.org/
4958,rock valley federal credit union,https://www.rockvalleycreditunion.org/,https://www.rockvalleycreditunion.org/
1151,ncpd federal credit union,http://www.ncpdfcu.org/nonflashed.html,https://ncpdfcu.org/
100933,north central area credit union,https://www.ncacu.org/,https://www.itsme247.com/135/
12146,cedar rapids bank and trust - personal banking,https://onlinebanking.crbt.com,https://www.crbt.bank/personal-solutions/banking/online-and-mobile-banking/
5007,honolulu federal credit union,https://myhocu.com/,https://myhocu.com/
7913,presidential bank,http://www.presidential.com/,https://www.presidential.com/account-login
100478,pyramid federal credit union,https://www.pyramidfcu.com/,https://online.pyramidfcu.com/?v=2021
13242,traders & farmers bank,http://www.tradersandfarmersbank.com,https://www.tradersandfarmersbank.com/
100822,firstbank (atoka),https://www.firstbank-ok.com/ ,https://www.firstbank-ok.com/
7688,community bank and trust (waco,"community bank and trust (waco,https://www.cbtwaco.com/
15586,united bank of union,https://www.ubu.bank,https://www.ubu.bank/
100213,citizens national bank,www.cnbismybank.com,https://www.yourcnb.com/log-in-enroll/log-in/
12190,first midwest bank of poplar bluff,https://www.onemidwest.com/,https://www.onemidwest.com/
101330,chippewa valley bank,https://www.chippewavalleybank.com,https://www.chippewavalleybank.com/Personal-Online-Banking.aspx
12107,duke credit union,https://www.dukefcu.org,https://www.usecu.org/tob/live/usp-core/app/login/consumer
90,infinity fed credit union (me),https://www.infinitycu.com/,https://www.infinityfcu.com/
